dateh;hour;lease;t1;t2;hum;wind_speed;weather_code;weather_code_desc;is_holiday;is_holiday_desc;is_weekend;is_weekend_desc;season_type;season_type_desc
22-07-2015;10:00:00;4307;21;21;57;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
01-08-2015;11:00:00;2914;21;21;46;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
05-08-2015;12:00:00;1638;21;21;50;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
13-08-2015;13:00:00;1515;21;21;80.5;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
13-08-2015;14:00:00;2992;21;21;78;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
19-08-2015;15:00:00;1557;21;21;53;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
22-06-2016;16:00:00;1495;21;21;78;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
26-07-2016;17:00:00;1419;21;21;58.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
09-09-2016;18:00:00;2277;21;21;69;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
01-07-2015;19:00:00;74;20.5;20.5;66.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
06-07-2015;20:00:00;1839;20.5;20.5;51.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
19-07-2015;21:00:00;1355;20.5;20.5;30.5;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
01-08-2015;22:00:00;3867;20.5;20.5;40.5;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
23-08-2015;23:00:00;2579;20.5;20.5;58.5;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
21-06-2016;0:00:00;4170;20.5;20.5;56.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
25-07-2016;1:00:00;1164;20.5;20.5;58.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
26-08-2016;2:00:00;154;20.5;20.5;83;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
28-08-2016;3:00:00;297;20.5;20.5;80.5;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
31-08-2016;4:00:00;1208;20.5;20.5;56.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
10-04-2015;5:00:00;3751;20;20;39;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
27-05-2015;6:00:00;1693;20;20;38;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
18-06-2015;7:00:00;1663;20;20;44.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
19-06-2015;8:00:00;3444;20;20;49;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
14-07-2015;9:00:00;1493;20;20;71;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
14-07-2015;10:00:00;1549;20;20;69;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
14-08-2015;11:00:00;2092;20;20;83;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
15-08-2015;12:00:00;3068;20;20;44.5;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
17-08-2015;13:00:00;1621;20;20;40;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
20-08-2015;14:00:00;964;20;20;83;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
20-08-2015;15:00:00;676;20;20;83;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
03-07-2016;16:00:00;3055;20;20;54.5;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
05-07-2016;17:00:00;3051;20;20;46;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
14-07-2016;18:00:00;1896;20;20;46;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
24-07-2016;19:00:00;1240;20;20;78;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
06-08-2016;20:00:00;1169;20;20;64;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
08-08-2016;21:00:00;4356;20;20;46;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
08-08-2016;22:00:00;2591;20;20;43;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
11-09-2016;23:00:00;3397;20;20;47.5;16;1;Despejado;0;No Feriado;1;FdS;2;Otono
22-09-2016;0:00:00;4293;20;20;64;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
19-06-2015;1:00:00;1618;19.5;19.5;50.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
20-06-2015;2:00:00;2533;19.5;19.5;71;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
15-08-2015;3:00:00;2785;19.5;19.5;47.5;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
05-06-2016;4:00:00;2660;19.5;19.5;71;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
15-06-2016;5:00:00;1322;19.5;19.5;52.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
21-06-2016;6:00:00;1617;19.5;19.5;66;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
03-07-2016;7:00:00;2786;19.5;19.5;54.5;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
24-05-2015;8:00:00;2176;19;19;49;16;1;Despejado;0;No Feriado;1;FdS;0;Primavera
13-06-2015;9:00:00;2324;19;19;64;16;4;Nublado;0;No Feriado;1;FdS;1;Verano
28-06-2015;10:00:00;929;19;19;73;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
07-07-2015;11:00:00;2589;19;19;66;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
14-07-2015;12:00:00;1123;19;19;75.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
22-07-2015;13:00:00;1187;19;19;56;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
03-08-2015;14:00:00;1526;19;19;68;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
13-08-2015;15:00:00;245;19;19;88;16;10;Tormenta;0;No Feriado;0;DdS;1;Verano
18-08-2015;16:00:00;3870;19;19;58;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
30-08-2015;17:00:00;1819;19;19;78;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
06-09-2015;18:00:00;2872;19;19;43;16;1;Despejado;0;No Feriado;1;FdS;2;Otono
06-10-2015;19:00:00;1159;19;19;73;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
15-06-2016;20:00:00;1484;19;19;52.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
05-07-2016;21:00:00;1997;19;19;49;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
07-07-2016;22:00:00;215;19;19;68;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
14-07-2016;23:00:00;1742;19;19;49;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
14-07-2016;0:00:00;1702;19;19;49;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
15-07-2016;1:00:00;1371;19;19;52;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
26-07-2016;2:00:00;357;19;19;62;16;4;Nublado;0;No Feriado;0;DdS;1;Verano
27-07-2016;3:00:00;343;19;19;73;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
30-07-2016;4:00:00;805;19;19;73;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
10-08-2016;5:00:00;2997;19;19;46;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
28-08-2016;6:00:00;442;19;19;78;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
10-09-2016;7:00:00;594;19;19;78;16;1;Despejado;0;No Feriado;1;FdS;2;Otono
22-09-2016;8:00:00;1333;19;19;60;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
22-09-2016;9:00:00;1637;19;19;62;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
26-09-2016;10:00:00;1556;19;19;49;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
10-04-2015;11:00:00;3325;18.5;18.5;41.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
26-05-2015;12:00:00;4018;18.5;18.5;47.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
19-06-2015;13:00:00;1802;18.5;18.5;50.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
24-06-2015;14:00:00;2429;18.5;18.5;56;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
27-06-2015;15:00:00;1214;18.5;18.5;62;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
09-07-2015;16:00:00;1545;18.5;18.5;58;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
18-07-2015;17:00:00;1216;18.5;18.5;51;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
18-07-2015;18:00:00;1476;18.5;18.5;60;16;7;Lluvia;0;No Feriado;1;FdS;1;Verano
22-07-2015;19:00:00;2574;18.5;18.5;66;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
03-08-2015;20:00:00;618;18.5;18.5;70.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
06-06-2016;21:00:00;1266;18.5;18.5;58;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
21-06-2016;22:00:00;1118;18.5;18.5;70.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
01-08-2016;23:00:00;1254;18.5;18.5;54;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
07-08-2016;0:00:00;862;18.5;18.5;75.5;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
08-08-2016;1:00:00;1043;18.5;18.5;47.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
12-08-2016;2:00:00;4017;18.5;18.5;73;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
09-09-2016;3:00:00;4596;18.5;18.5;80.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
16-09-2016;4:00:00;242;18.5;18.5;91;16;10;Tormenta;0;No Feriado;0;DdS;2;Otono
26-09-2016;5:00:00;4338;18.5;18.5;54;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
27-09-2016;6:00:00;1316;18.5;18.5;80.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
28-06-2015;7:00:00;818;18;18;75.5;16;7;Lluvia;0;No Feriado;1;FdS;1;Verano
16-07-2015;8:00:00;774;18;18;78;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
18-07-2015;9:00:00;878;18;18;62;16;7;Lluvia;0;No Feriado;1;FdS;1;Verano
23-08-2015;10:00:00;150;18;18;78;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
02-10-2015;11:00:00;1702;18;18;52;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
02-10-2015;12:00:00;1918;18;18;49;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
05-10-2015;13:00:00;618;18;18;83;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
06-10-2015;14:00:00;1881;18;18;73;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
27-10-2015;15:00:00;1612;18;18;70.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
04-05-2016;16:00:00;1582;18;18;37;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
05-05-2016;17:00:00;1287;18;18;35.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
08-07-2016;18:00:00;171;18;18;73;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
09-07-2016;19:00:00;650;18;18;68;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
13-07-2016;20:00:00;1464;18;18;50.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
25-07-2016;21:00:00;53;18;18;68;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
27-07-2016;22:00:00;61;18;18;78;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
27-07-2016;23:00:00;77;18;18;78;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
10-08-2016;0:00:00;1178;18;18;50.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
26-09-2016;1:00:00;1267;18;18;60;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
10-04-2015;2:00:00;2059;17.5;17.5;47.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
04-05-2015;3:00:00;2356;17.5;17.5;44;16;1;Despejado;1;Feriado;0;DdS;0;Primavera
26-05-2015;4:00:00;2521;17.5;17.5;52.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
15-06-2015;5:00:00;1446;17.5;17.5;47.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
13-07-2015;6:00:00;53;17.5;17.5;85.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
13-07-2015;7:00:00;1364;17.5;17.5;85.5;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
07-08-2015;8:00:00;920;17.5;17.5;83;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
02-10-2015;9:00:00;2445;17.5;17.5;50.5;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
06-10-2015;10:00:00;2355;17.5;17.5;75;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
05-05-2016;11:00:00;1351;17.5;17.5;38;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
19-05-2016;12:00:00;1509;17.5;17.5;57.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
09-06-2016;13:00:00;2851;17.5;17.5;70.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
11-07-2016;14:00:00;1115;17.5;17.5;80.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
09-08-2016;15:00:00;1427;17.5;17.5;46;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
21-08-2016;16:00:00;803;17.5;17.5;80.5;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
08-06-2015;17:00:00;1323;17;17;43.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
24-06-2015;18:00:00;4568;17;17;61.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
24-06-2015;19:00:00;700;17;17;61.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
06-07-2015;20:00:00;401;17;17;68;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
08-07-2015;21:00:00;1143;17;17;52;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
13-07-2015;22:00:00;2696;17;17;88;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
04-08-2015;23:00:00;167;17;17;77;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
13-08-2015;0:00:00;114;17;17;77;16;4;Nublado;0;No Feriado;0;DdS;1;Verano
24-08-2015;1:00:00;765;17;17;88;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
28-08-2015;2:00:00;870;17;17;73;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
10-05-2016;3:00:00;2969;17;17;88;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
23-05-2016;4:00:00;2466;17;17;52.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
27-05-2016;5:00:00;1199;17;17;59;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
13-06-2016;6:00:00;4305;17;17;77;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
13-06-2016;7:00:00;2000;17;17;77;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
13-06-2016;8:00:00;1519;17;17;83;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
13-06-2016;9:00:00;3005;17;17;77;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
14-06-2016;10:00:00;1382;17;17;73;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
27-06-2016;11:00:00;3414;17;17;85.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
13-07-2016;12:00:00;4104;17;17;56;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
13-07-2016;13:00:00;2578;17;17;59;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
13-07-2016;14:00:00;1582;17;17;57.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
01-08-2016;15:00:00;3662;17;17;70.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
06-08-2016;16:00:00;524;17;17;68;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
12-08-2016;17:00:00;93;17;17;83;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
01-09-2016;18:00:00;186;17;17;73;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
10-09-2016;19:00:00;681;17;17;75;16;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
16-09-2016;20:00:00;565;17;17;88;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
15-10-2016;21:00:00;2742;17;17;56;16;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
21-05-2015;22:00:00;1097;16.5;16.5;40.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
23-06-2015;23:00:00;1487;16.5;16.5;52;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
12-07-2015;0:00:00;376;16.5;16.5;85.5;16;7;Lluvia;0;No Feriado;1;FdS;1;Verano
23-07-2015;1:00:00;177;16.5;16.5;66;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
18-08-2015;2:00:00;2135;16.5;16.5;61;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
05-10-2015;3:00:00;658;16.5;16.5;88;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
06-10-2015;4:00:00;1794;16.5;16.5;91;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
01-05-2016;5:00:00;2740;16.5;16.5;29.5;16;1;Despejado;0;No Feriado;1;FdS;0;Primavera
09-05-2016;6:00:00;1172;16.5;16.5;78;16;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
11-05-2016;7:00:00;1402;16.5;16.5;91;16;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
28-05-2016;8:00:00;2251;16.5;16.5;70;16;1;Despejado;0;No Feriado;1;FdS;0;Primavera
13-06-2016;9:00:00;197;16.5;16.5;85.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
27-06-2016;10:00:00;612;16.5;16.5;91;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
01-09-2016;11:00:00;89;16.5;16.5;75;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
02-10-2016;12:00:00;2362;16.5;16.5;50.5;16;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
16-10-2016;13:00:00;1814;16.5;16.5;72.5;16;7;Lluvia;0;No Feriado;1;FdS;2;Otono
04-06-2015;14:00:00;1313;16;16;68;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
25-06-2015;15:00:00;150;16;16;65.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
08-07-2015;16:00:00;849;16;16;55;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
18-07-2015;17:00:00;312;16;16;68;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
26-07-2015;18:00:00;337;16;16;68;16;2;Nubosidad Variable;0;No Feriado;1;FdS;1;Verano
28-07-2015;19:00:00;1100;16;16;63;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
29-07-2015;20:00:00;1159;16;16;63;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
24-08-2015;21:00:00;1802;16;16;91;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
31-08-2015;22:00:00;789;16;16;88;16;3;Parcialmente Nublado;1;Feriado;0;DdS;1;Verano
04-09-2015;23:00:00;1393;16;16;59;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
04-09-2015;0:00:00;1373;16;16;55;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
04-09-2015;1:00:00;1970;16;16;55;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
12-09-2015;2:00:00;684;16;16;65.5;16;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
14-09-2015;3:00:00;536;16;16;83;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
24-09-2015;4:00:00;527;16;16;88;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
05-11-2015;5:00:00;2105;16;16;85.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
06-11-2015;6:00:00;611;16;16;88;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
08-11-2015;7:00:00;1838;16;16;85.5;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
09-05-2016;8:00:00;152;16;16;63;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
10-05-2016;9:00:00;60;16;16;88;16;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
10-05-2016;10:00:00;1112;16;16;94;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
15-05-2016;11:00:00;2652;16;16;42;16;1;Despejado;0;No Feriado;1;FdS;0;Primavera
29-05-2016;12:00:00;2754;16;16;72;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
16-06-2016;13:00:00;1488;16;16;74.5;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
18-06-2016;14:00:00;2382;16;16;68;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;1;Verano
02-07-2016;15:00:00;1661;16;16;72.5;16;7;Lluvia;0;No Feriado;1;FdS;1;Verano
05-07-2016;16:00:00;74;16;16;83;16;4;Nublado;0;No Feriado;0;DdS;1;Verano
05-08-2016;17:00:00;97;16;16;83;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
11-08-2016;18:00:00;75;16;16;77;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
12-08-2016;19:00:00;82;16;16;85.5;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
12-08-2016;20:00:00;135;16;16;83;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
17-09-2016;21:00:00;1906;16;16;88;16;4;Nublado;0;No Feriado;1;FdS;2;Otono
25-09-2016;22:00:00;958;16;16;57;16;1;Despejado;0;No Feriado;1;FdS;2;Otono
15-05-2015;23:00:00;3848;15.5;15.5;53.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
17-06-2015;0:00:00;120;15.5;15.5;70;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
17-06-2015;1:00:00;2530;15.5;15.5;70;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
26-07-2015;2:00:00;273;15.5;15.5;77;16;7;Lluvia;0;No Feriado;1;FdS;1;Verano
29-07-2015;3:00:00;619;15.5;15.5;65.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
03-09-2015;4:00:00;3430;15.5;15.5;57;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
27-10-2015;5:00:00;1216;15.5;15.5;79.5;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
12-05-2016;6:00:00;4648;15.5;15.5;74.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
17-05-2016;7:00:00;1214;15.5;15.5;53.5;16;1;Despejado;0;No Feriado;0;DdS;0;Primavera
13-06-2016;8:00:00;89;15.5;15.5;88;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
16-06-2016;9:00:00;3939;15.5;15.5;74.5;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
08-10-2016;10:00:00;2172;15.5;15.5;72.5;16;7;Lluvia;0;No Feriado;1;FdS;2;Otono
26-10-2016;11:00:00;1453;15.5;15.5;70;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
04-05-2015;12:00:00;1151;15;15;68;16;2;Nubosidad Variable;1;Feriado;0;DdS;0;Primavera
04-06-2015;13:00:00;672;15;15;77;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
20-06-2015;14:00:00;695;15;15;68;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
23-06-2015;15:00:00;2265;15;15;61;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
25-06-2015;16:00:00;110;15;15;72;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
25-06-2015;17:00:00;99;15;15;72;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
09-07-2015;18:00:00;4832;15;15;59;16;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
24-08-2015;19:00:00;187;15;15;94;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
03-09-2015;20:00:00;1310;15;15;65.5;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
07-10-2015;21:00:00;154;15;15;94;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
07-10-2015;22:00:00;117;15;15;94;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
20-10-2015;23:00:00;1373;15;15;55;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
21-10-2015;0:00:00;378;15;15;88;16;4;Nublado;0;No Feriado;0;DdS;2;Otono
22-10-2015;1:00:00;194;15;15;88;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
06-11-2015;2:00:00;71;15;15;82;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
11-11-2015;3:00:00;36;15;15;68;16;4;Nublado;0;No Feriado;0;DdS;2;Otono
10-05-2016;4:00:00;1128;15;15;97;16;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
20-05-2016;5:00:00;797;15;15;70;16;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
24-05-2016;6:00:00;1476;15;15;55;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
28-06-2016;7:00:00;823;15;15;82;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
02-07-2016;8:00:00;786;15;15;74.5;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
09-08-2016;9:00:00;497;15;15;59;16;1;Despejado;0;No Feriado;0;DdS;1;Verano
01-10-2016;10:00:00;1900;15;15;63;16;7;Lluvia;0;No Feriado;1;FdS;2;Otono
17-10-2016;11:00:00;2240;15;15;74.5;16;1;Despejado;0;No Feriado;0;DdS;2;Otono
26-10-2016;12:00:00;3539;15;15;72;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
27-10-2016;13:00:00;3380;15;15;68;16;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
15-11-2016;14:00:00;988;15;15;85;16;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
23-05-2015;15:00:00;1911;14.5;14.5;59;16;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
25-05-2015;16:00:00;1956;14.5;14.5;57;16;2;Nubosidad Variable;1;Feriado;0;DdS;0;Primavera
27-06-2015;17:00:00;125;14.5;14.5;79.5;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
27-06-2015;18:00:00;157;14.5;14.5;77;16;1;Despejado;0;No Feriado;1;FdS;1;Verano
24-07-2015;19:00:00;674;14.5;14.5;88;16;7;Lluvia;0;No Feriado;0;DdS;1;Verano
21-09-2015;20:00:00;575;14.5;14.5;91;16;7;Lluvia;0;No Feriado;0;DdS;2;Otono
